metal,oxidation_state,x,formula,delta_G_min,delta_G_norm_min,alpha_opt,beta_opt,gamma_opt,nu_LPSC_doped,nu_H2O,nu_LiCl,nu_LiF,nu_Li3PO4,nu_H2S,nu_LiOH,nu_MCl_n,nu_MF_n,nu_MOH_n,nu_MO_n_over_2,mu_LPSC_doped,mu_H2O,mu_LiCl,mu_LiF,mu_Li3PO4,mu_H2S,mu_LiOH,mu_MCl_n,mu_MF_n,mu_MOH_n,mu_MO_n_over_2,contrib_LPSC_doped,contrib_H2O,contrib_LiCl,contrib_LiF,contrib_Li3PO4,contrib_H2S,contrib_LiOH,contrib_MCl_n,contrib_MF_n,contrib_MOH_n,contrib_MO_n_over_2
Re,5,0.08,Li150Re2P23S125Cl15F10,-7.632063026,-1.207604909,-0.4,0.4,0.08,-1,-6.32,0.6,0.4,0.92,5,2.24,0,0,0.08,0,-18.12077177,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.96290338,-14.24099636,-16.51400733,-6.769111872,18.12077177,16.09587016,-2.403381157,-2.51553421,-20.23388641,-3.517040429,-11.85774216,0,0,-1.321120586,0
Re,6,0.08,Li148Re2P23S125Cl13F12,-7.693606047,-1.217342729,-0.48,0.48,0.08,-1,-6.32,0.52,0.48,0.92,5,2.16,0,0,0.08,0,-18.05520147,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.817762494,-15.13190842,-19.47410107,-8.170683861,18.05520147,16.09587016,-2.082930336,-3.018641052,-20.23388641,-3.517040429,-11.43425137,0,0,-1.557928085,0
Re,7,0.08,Li146Re2P23S125Cl11F14,-7.732894463,-1.22355925,-0.56,0.56,0.08,-1,-6.32,0.44,0.56,0.92,5,2.08,0,0,0.08,0,-17.99823541,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.195365906,-16.77596855,-22.26356506,-8.933852971,17.99823541,16.09587016,-1.762479515,-3.521747894,-20.23388641,-3.517040429,-11.01076057,0,0,-1.781085205,0
Re,2,0.09,Li627Re9P91S500Cl82F18,-7.677797433,-1.207200854,-0.18,0.18,0.09,-1,-6.36,0.82,0.18,0.91,5,2.54,0,0,0.09,0,-18.19069816,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-2.590660214,-7.168376684,-7.475568056,-3.582389355,18.19069816,16.19774276,-3.284620914,-1.131990395,-20.01395287,-3.517040429,-13.44583262,0,0,-0.672801125,0
Re,4,0.09,Li609Re9P91S500Cl64F36,-7.635148432,-1.200495037,-0.36,0.36,0.09,-1,-6.36,0.64,0.36,0.91,5,2.36,0,0,0.09,0,-18.228779,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.45436722,-11.79789305,-13.4456799,-5.507163763,18.228779,16.19774276,-2.563606567,-2.263980789,-20.01395287,-3.517040429,-12.49297834,0,0,-1.210111191,0
Re,5,0.09,Li600Re9P91S500Cl55F45,-7.682189839,-1.207891484,-0.45,0.45,0.09,-1,-6.36,0.55,0.45,0.91,5,2.27,0,0,0.09,0,-18.18694794,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.96290338,-14.24099636,-16.51400733,-6.769111872,18.18694794,16.19774276,-2.203099394,-2.829975986,-20.01395287,-3.517040429,-12.0165512,0,0,-1.48626066,0
Re,6,0.09,Li591Re9P91S500Cl46F54,-7.743732792,-1.217568049,-0.54,0.54,0.09,-1,-6.36,0.46,0.54,0.91,5,2.18,1.39E-17,-1.39E-17,0.09,0,-18.12087431,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.817762494,-15.13190842,-19.47410107,-8.170683861,18.12087431,16.19774276,-1.84259222,-3.395971184,-20.01395287,-3.517040429,-11.54012406,-8.07E-17,2.10E-16,-1.752669096,0
Re,7,0.09,Li582Re9P91S500Cl37F63,-7.763848271,-1.22073086,-0.63,0.63,0.09,-1,-6.36,0.37,0.63,0.91,5,2.09,0,0,0.09,0,-18.08087147,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.195365906,-16.77596855,-22.26356506,-8.933852971,18.08087147,16.19774276,-1.482085047,-3.961966381,-20.01395287,-3.517040429,-11.06369692,0,0,-2.003720856,0
Re,2,0.1,Li63ReP9S50Cl8F2,-7.711926249,-1.204988476,-0.2,0.2,0.1,-1,-6.4,0.8,0.2,0.9,5,2.6,0,0,0.1,0,-18.27280098,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-2.590660214,-7.168376684,-7.475568056,-3.582389355,18.27280098,16.29961535,-3.204508209,-1.257767105,-19.79401932,-3.517040429,-13.76345072,0,0,-0.747556806,0
Re,4,0.1,Li61ReP9S50Cl6F4,-7.6724291,-1.198817047,-0.4,0.4,0.1,-1,-6.4,0.6,0.4,0.9,5,2.4,0,0,0.1,0,-18.30722239,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.45436722,-11.79789305,-13.4456799,-5.507163763,18.30722239,16.29961535,-2.403381157,-2.51553421,-19.79401932,-3.517040429,-12.70472374,0,0,-1.34456799,0
Re,5,0.1,Li60ReP9S50Cl5F5,-7.731958667,-1.208118542,-0.5,0.5,0.1,-1,-6.4,0.5,0.5,0.9,5,2.3,0,0,0.1,0,-18.2534821,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.96290338,-14.24099636,-16.51400733,-6.769111872,18.2534821,16.29961535,-2.002817631,-3.144417763,-19.79401932,-3.517040429,-12.17536025,0,0,-1.651400733,0
Re,6,0.1,Li59ReP9S50Cl4F6,-7.774019209,-1.214690501,-0.6,0.6,0.1,-1,-6.4,0.4,0.6,0.9,5,2.2,-1.39E-17,1.39E-17,0.1,0,-18.20638747,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.817762494,-15.13190842,-19.47410107,-8.170683861,18.20638747,16.29961535,-1.602254105,-3.773301315,-19.79401932,-3.517040429,-11.64599676,8.07E-17,-2.10E-16,-1.947410107,0
Re,7,0.1,Li58ReP9S50Cl3F7,-7.81483275,-1.221067617,-0.7,0.7,0.1,-1,-6.4,0.3,0.7,0.9,5,2.1,-1.39E-17,1.39E-17,0.1,0,-18.14347687,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-7.195365906,-16.77596855,-22.26356506,-8.933852971,18.14347687,16.29961535,-1.201690578,-4.402184868,-19.79401932,-3.517040429,-11.11663327,9.99E-17,-2.33E-16,-2.226356506,0
Rf,4,0.01,Li601RfP99S500Cl96F4,-7.309063527,-1.210109855,-0.04,0.04,0.01,-1,-6.04,0.96,0.04,0.99,5,2.04,0,0,0.01,0,-17.65240174,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,17.65240174,15.38276199,-3.845409851,-0.251553421,-21.77342125,-3.517040429,-10.79901518,0,0,-0.157787125,0
Rf,4,0.02,Li301RfP49S250Cl46F4,-7.334213757,-1.206285157,-0.08,0.08,0.02,-1,-6.08,0.92,0.08,0.98,5,2.08,0,0,0.02,0,-17.76630589,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,17.76630589,15.48463459,-3.685184441,-0.503106842,-21.5534877,-3.517040429,-11.01076057,0,0,-0.31557425,0
Rf,4,0.03,Li603Rf3P97S500Cl88F12,-7.353992336,-1.201632735,-0.12,0.12,0.03,-1,-6.12,0.88,0.12,0.97,5,2.12,0,0,0.03,0,-17.8855817,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,17.8855817,15.58650718,-3.52495903,-0.754660263,-21.33355415,-3.517040429,-11.22250597,0,0,-0.473361375,0
Rf,4,0.04,Li151RfP24S125Cl21F4,-7.369388343,-1.196329276,-0.16,0.16,0.04,-1,-6.16,0.84,0.16,0.96,5,2.16,0,0,0.04,0,-18.00924008,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,18.00924008,15.68837978,-3.36473362,-1.006213684,-21.11362061,-3.517040429,-11.43425137,0,0,-0.6311485,0
Rf,4,0.05,Li121RfP19S100Cl16F4,-7.381042343,-1.1904907,-0.2,0.2,0.05,-1,-6.2,0.8,0.2,0.95,5,2.2,0,0,0.05,0,-18.13664047,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,18.13664047,15.79025237,-3.204508209,-1.257767105,-20.89368706,-3.517040429,-11.64599676,0,0,-0.788935626,0
Rf,4,0.06,Li303Rf3P47S250Cl38F12,-7.389702761,-1.184247237,-0.24,0.24,0.06,-1,-6.24,0.76,0.24,0.94,5,2.24,0,0,0.06,0,-18.26703444,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,18.26703444,15.89212497,-3.044282799,-1.509320526,-20.67375351,-3.517040429,-11.85774216,0,0,-0.946722751,0
Rf,4,0.07,Li607Rf7P93S500Cl72F28,-7.396584645,-1.177800103,-0.28,0.28,0.07,-1,-6.28,0.72,0.28,0.93,5,2.28,0,0,0.07,0,-18.39920694,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,18.39920694,15.99399757,-2.884057388,-1.760873947,-20.45381996,-3.517040429,-12.06948755,0,0,-1.104509876,0
Rf,4,0.08,Li152Rf2P23S125Cl17F8,-7.403182768,-1.171389678,-0.32,0.32,0.08,-1,-6.32,0.68,0.32,0.92,5,2.32,0,0,0.08,0,-18.53166321,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,18.53166321,16.09587016,-2.723831978,-2.012427368,-20.23388641,-3.517040429,-12.28123295,0,0,-1.262297001,0
Rf,4,0.09,Li609Rf9P91S500Cl64F36,-7.4107671,-1.165214953,-0.36,0.36,0.09,-1,-6.36,0.64,0.36,0.91,5,2.36,0,0,0.09,0,-18.66313326,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,18.66313326,16.19774276,-2.563606567,-2.263980789,-20.01395287,-3.517040429,-12.49297834,0,0,-1.420084126,0
Rf,4,0.1,Li61RfP9S50Cl6F4,-7.420236698,-1.159411984,-0.4,0.4,0.1,-1,-6.4,0.6,0.4,0.9,5,2.4,0,0,0.1,0,-18.79271805,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.737937152,-14.57015038,-15.77871251,-6.528698444,18.79271805,16.29961535,-2.403381157,-2.51553421,-19.79401932,-3.517040429,-12.70472374,0,0,-1.577871251,0
Rg,3,0.01,Li602RgP99S500Cl97F3,-7.098370755,-1.178152822,-0.03,0.03,0,-1,-6.025,0.97,0.03,0.99,5,2.05,0,0,0,0.01,-17.86828229,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,17.86828229,15.34455977,-3.885466204,-0.188665066,-21.77342125,-3.517040429,-10.85195153,0,0,0,-0.094668341
Rg,3,0.02,Li302RgP49S250Cl47F3,-7.138563374,-1.17992783,-0.06,0.06,0,-1,-6.05,0.94,0.06,0.98,5,2.1,0,0,0,0.02,-17.97233185,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,17.97233185,15.40823014,-3.765297146,-0.377330132,-21.5534877,-3.517040429,-11.11663327,0,0,0,-0.189336681
Rg,3,0.03,Li606Rg3P97S500Cl91F9,-7.175231344,-1.18110804,-0.09,0.09,0,-1,-6.075,0.91,0.09,0.97,5,2.15,0,0,0,0.03,-18.07990605,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,18.07990605,15.47190051,-3.645128088,-0.565995197,-21.33355415,-3.517040429,-11.38131502,0,0,0,-0.284005022
Rg,3,0.04,Li152RgP24S125Cl22F3,-7.209178161,-1.181832485,-0.12,0.12,0,-1,-6.1,0.88,0.12,0.96,5,2.2,0,0,0,0.04,-18.19020141,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,18.19020141,15.53557088,-3.52495903,-0.754660263,-21.11362061,-3.517040429,-11.64599676,0,0,0,-0.378673363
Rg,3,0.05,Li122RgP19S100Cl17F3,-7.240675125,-1.182151041,-0.15,0.15,0,-1,-6.125,0.85,0.15,0.95,5,2.25,-6.94E-18,6.94E-18,0,0.05,-18.30294662,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,18.30294662,15.59924126,-3.404789972,-0.943325329,-20.89368706,-3.517040429,-11.91067851,6.86E-17,-1.21E-16,0,-0.473341703
Rg,3,0.06,Li306Rg3P47S250Cl41F9,-7.269890471,-1.182096012,-0.18,0.18,0,-1,-6.15,0.82,0.18,0.94,5,2.3,0,0,0,0.06,-18.41797344,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,18.41797344,15.66291163,-3.284620914,-1.131990395,-20.67375351,-3.517040429,-12.17536025,0,0,0,-0.568010044
Rg,3,0.07,Li614Rg7P93S500Cl79F21,-7.29714233,-1.181723454,-0.21,0.21,0,-1,-6.175,0.79,0.21,0.93,5,2.35,-1.39E-17,1.39E-17,0,0.07,-18.53496376,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,18.53496376,15.726582,-3.164451857,-1.32065546,-20.45381996,-3.517040429,-12.440042,1.37E-16,-2.42E-16,0,-0.662678385
Rg,3,0.08,Li154Rg2P23S125Cl19F6,-7.322779066,-1.181093398,-0.24,0.24,0,-1,-6.2,0.76,0.24,0.92,5,2.4,0,0,0,0.08,-18.65356919,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,18.65356919,15.79025237,-3.044282799,-1.509320526,-20.23388641,-3.517040429,-12.70472374,0,0,0,-0.757346725
Rg,3,0.09,Li618Rg9P91S500Cl73F27,-7.346830685,-1.180213765,-0.27,0.27,0,-1,-6.225,0.73,0.27,0.91,5,2.45,1.39E-17,-1.39E-17,0,0.09,-18.77375975,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,18.77375975,15.85392275,-2.924113741,-1.697985592,-20.01395287,-3.517040429,-12.96940548,-1.37E-16,2.42E-16,0,-0.852015066
Rg,3,0.1,Li62RgP9S50Cl7F3,-7.369004834,-1.179040773,-0.3,0.3,0,-1,-6.25,0.7,0.3,0.9,5,2.5,-1.39E-17,1.39E-17,0,0.1,-18.89582777,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.886471748,-17.4431839,-14.06094766,-9.466834068,18.89582777,15.91759312,-2.803944683,-1.886650658,-19.79401932,-3.517040429,-13.23408723,1.37E-16,-2.42E-16,0,-0.946683407
Rh,2,0.01,Li603RhP99S500Cl98F2,-7.791215041,-1.292075463,-0.02,0.02,0,-1,-6.03,0.98,0.02,0.99,5,2.06,0,0,0,0.01,-17.11839587,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-2.253374398,-4.907666087,-5.468480587,-2.025592804,17.11839587,15.35729384,-3.925522556,-0.125776711,-21.77342125,-3.517040429,-10.90488788,0,0,0,-0.020255928
Rh,3,0.01,Li602RhP99S500Cl97F3,-7.784353962,-1.292008956,-0.03,0.03,0,-1,-6.025,0.97,0.03,0.99,5,2.05,0,0,0,0.01,-17.1135992,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.163254976,-7.053620815,-8.051208138,-2.596845329,17.1135992,15.34455977,-3.885466204,-0.188665066,-21.77342125,-3.517040429,-10.85195153,0,0,0,-0.025968453
Rh,4,0.01,Li601RhP99S500Cl96F4,-7.780637134,-1.29246464,-0.04,0.04,0,-1,-6.02,0.96,0.04,0.99,5,2.04,0,0,0,0.01,-17.10958689,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.235509694,-7.882652283,-10.62051129,-3.560958624,17.10958689,15.33182569,-3.845409851,-0.251553421,-21.77342125,-3.517040429,-10.79901518,0,0,0,-0.035609586
Rh,5,0.01,Li600RhP99S500Cl95F5,-7.765884107,-1.291086302,-0.05,0.05,0,-1,-6.015,0.95,0.05,0.99,5,2.03,0,0,0,0.01,-17.106323,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.726139069,-9.091096401,-12.98953259,-3.496294558,17.106323,15.31909162,-3.805353498,-0.314441776,-21.77342125,-3.517040429,-10.74607883,0,0,0,-0.034962946
Rh,6,0.01,Li599RhP99S500Cl94F6,-7.756194782,-1.290548217,-0.06,0.06,0,-1,-6.01,0.94,0.06,0.99,5,2.02,0,0,0,0.01,-17.10376242,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.186012864,-9.337785482,-15.48971629,-4.008331299,17.10376242,15.30635754,-3.765297146,-0.377330132,-21.77342125,-3.517040429,-10.69314248,0,0,0,-0.040083313
Rh,2,0.02,Li303RhP49S250Cl48F2,-7.796488496,-1.286549257,-0.04,0.04,0,-1,-6.06,0.96,0.04,0.98,5,2.12,0,0,0,0.02,-17.20032244,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-2.253374398,-4.907666087,-5.468480587,-2.025592804,17.20032244,15.43369829,-3.845409851,-0.251553421,-21.5534877,-3.517040429,-11.22250597,0,0,0,-0.040511856
Rh,3,0.02,Li302RhP49S250Cl47F3,-7.778624241,-1.285723015,-0.06,0.06,0,-1,-6.05,0.94,0.06,0.98,5,2.1,0,0,0,0.02,-17.19487121,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.163254976,-7.053620815,-8.051208138,-2.596845329,17.19487121,15.40823014,-3.765297146,-0.377330132,-21.5534877,-3.517040429,-11.11663327,0,0,0,-0.051936907
Rh,4,0.02,Li301RhP49S250Cl46F4,-7.765885938,-1.285742705,-0.08,0.08,0,-1,-6.04,0.92,0.08,0.98,5,2.08,0,0,0,0.02,-17.19215123,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.235509694,-7.882652283,-10.62051129,-3.560958624,17.19215123,15.38276199,-3.685184441,-0.503106842,-21.5534877,-3.517040429,-11.01076057,0,0,0,-0.071219172
Rh,5,0.02,Li300RhP49S250Cl45F5,-7.730264382,-1.281967559,-0.1,0.1,0,-1,-6.03,0.9,0.1,0.98,5,2.06,0,0,0,0.02,-17.19173896,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.726139069,-9.091096401,-12.98953259,-3.496294558,17.19173896,15.35729384,-3.605071735,-0.628883553,-21.5534877,-3.517040429,-10.90488788,0,0,0,-0.069925891
Rh,6,0.02,Li299RhP49S250Cl44F6,-7.781169318,-1.279797585,-0.12,0.12,0.02,-1,-6.08,0.88,0.12,0.98,5,2.04,0,0,0.02,0,-17.19315302,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.186012864,-9.337785482,-15.48971629,-4.008331299,17.19315302,15.48463459,-3.52495903,-0.754660263,-21.5534877,-3.517040429,-10.79901518,0,0,-0.309794326,0
Rh,2,0.03,Li609Rh3P97S500Cl94F6,-7.799472513,-1.280701562,-0.06,0.06,0,-1,-6.09,0.94,0.06,0.97,5,2.18,0,0,0,0.03,-17.28453846,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-2.253374398,-4.907666087,-5.468480587,-2.025592804,17.28453846,15.51010274,-3.765297146,-0.377330132,-21.33355415,-3.517040429,-11.54012406,0,0,0,-0.060767784
Rh,3,0.03,Li606Rh3P97S500Cl91F9,-7.767024588,-1.278522566,-0.09,0.09,0,-1,-6.075,0.91,0.09,0.97,5,2.15,0,0,0,0.03,-17.28201314,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.163254976,-7.053620815,-8.051208138,-2.596845329,17.28201314,15.47190051,-3.645128088,-0.565995197,-21.33355415,-3.517040429,-11.38131502,0,0,0,-0.07790536
Rh,4,0.03,Li603Rh3P97S500Cl88F12,-7.741388356,-1.277456824,-0.12,0.12,0,-1,-6.06,0.88,0.12,0.97,5,2.12,0,0,0,0.03,-17.28446196,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.235509694,-7.882652283,-10.62051129,-3.560958624,17.28446196,15.43369829,-3.52495903,-0.754660263,-21.33355415,-3.517040429,-11.22250597,0,0,0,-0.106828759
Rh,5,0.03,Li600Rh3P97S500Cl85F15,-7.681650248,-1.270744458,-0.15,0.15,0,-1,-6.045,0.85,0.15,0.97,5,2.09,0,0,0,0.03,-17.29014933,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.726139069,-9.091096401,-12.98953259,-3.496294558,17.29014933,15.39549606,-3.404789972,-0.943325329,-21.33355415,-3.517040429,-11.06369692,0,0,0,-0.104888837
Rh,6,0.03,Li597Rh3P97S500Cl82F18,-7.752840759,-1.266804046,-0.18,0.18,0.03,-1,-6.12,0.82,0.18,0.97,5,2.06,0,0,0.03,0,-17.29743732,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.186012864,-9.337785482,-15.48971629,-4.008331299,17.29743732,15.58650718,-3.284620914,-1.131990395,-21.33355415,-3.517040429,-10.90488788,0,0,-0.464691489,0
Rh,2,0.04,Li153RhP24S125Cl23F2,-7.800234022,-1.274548043,-0.08,0.08,0,-1,-6.12,0.92,0.08,0.96,5,2.24,0,0,0,0.04,-17.37097698,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-2.253374398,-4.907666087,-5.468480587,-2.025592804,17.37097698,15.58650718,-3.685184441,-0.503106842,-21.11362061,-3.517040429,-11.85774216,0,0,0,-0.081023712
Rh,3,0.04,Li152RhP24S125Cl22F3,-7.750338065,-1.270547224,-0.12,0.12,0,-1,-6.1,0.88,0.12,0.96,5,2.2,0,0,0,0.04,-17.37424195,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.163254976,-7.053620815,-8.051208138,-2.596845329,17.37424195,15.53557088,-3.52495903,-0.754660263,-21.11362061,-3.517040429,-11.64599676,0,0,0,-0.103873813
Rh,4,0.04,Li151RhP24S125Cl21F4,-7.70994048,-1.268082316,-0.16,0.16,0,-1,-6.08,0.84,0.16,0.96,5,2.16,0,0,0,0.04,-17.38372298,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.235509694,-7.882652283,-10.62051129,-3.560958624,17.38372298,15.48463459,-3.36473362,-1.006213684,-21.11362061,-3.517040429,-11.43425137,0,0,0,-0.142438345
Rh,5,0.04,Li150RhP24S125Cl20F5,-7.626036025,-1.258421786,-0.2,0.2,0,-1,-6.06,0.8,0.2,0.96,5,2.12,0,0,0,0.04,-17.39555979,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.726139069,-9.091096401,-12.98953259,-3.496294558,17.39555979,15.43369829,-3.204508209,-1.257767105,-21.11362061,-3.517040429,-11.22250597,0,0,0,-0.139851782
Rh,6,0.04,Li149RhP24S125Cl19F6,-7.719700146,-1.253198076,-0.24,0.24,0.04,-1,-6.16,0.76,0.24,0.96,5,2.08,0,0,0.04,0,-17.40653366,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.186012864,-9.337785482,-15.48971629,-4.008331299,17.40653366,15.68837978,-3.044282799,-1.509320526,-21.11362061,-3.517040429,-11.01076057,0,0,-0.619588652,0
Rh,2,0.05,Li123RhP19S100Cl18F2,-7.798575775,-1.268061102,-0.1,0.1,0,-1,-6.15,0.9,0.1,0.95,5,2.3,0,0,0,0.05,-17.45983526,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-2.253374398,-4.907666087,-5.468480587,-2.025592804,17.45983526,15.66291163,-3.605071735,-0.628883553,-20.89368706,-3.517040429,-12.17536025,0,0,0,-0.10127964
Rh,3,0.05,Li122RhP19S100Cl17F3,-7.729499478,-1.261959098,-0.15,0.15,0,-1,-6.125,0.85,0.15,0.95,5,2.25,-6.94E-18,6.94E-18,0,0.05,-17.47062283,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.163254976,-7.053620815,-8.051208138,-2.596845329,17.47062283,15.59924126,-3.404789972,-0.943325329,-20.89368706,-3.517040429,-11.91067851,2.19E-17,-4.89E-17,0,-0.129842266
Rh,4,0.05,Li121RhP19S100Cl16F4,-7.674480841,-1.258111613,-0.2,0.2,0,-1,-6.1,0.8,0.2,0.95,5,2.2,0,0,0,0.05,-17.48699577,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.235509694,-7.882652283,-10.62051129,-3.560958624,17.48699577,15.53557088,-3.204508209,-1.257767105,-20.89368706,-3.517040429,-11.64599676,0,0,0,-0.178047931
Rh,5,0.05,Li120RhP19S100Cl15F5,-7.724715655,-1.24592188,-0.25,0.25,0.05,-1,-6.2,0.75,0.25,0.95,5,2.15,0,0,0.05,0,-17.50298643,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-3.726139069,-9.091096401,-12.98953259,-3.496294558,17.50298643,15.79025237,-3.004226446,-1.572208881,-20.89368706,-3.517040429,-11.38131502,0,0,-0.649476629,0
Rh,6,0.05,Li119RhP19S100Cl14F6,-7.689835995,-1.240296128,-0.3,0.3,0.05,-1,-6.2,0.7,0.3,0.95,5,2.1,-6.94E-18,6.94E-18,0.05,0,-17.51235355,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-4.186012864,-9.337785482,-15.48971629,-4.008331299,17.51235355,15.79025237,-2.803944683,-1.886650658,-20.89368706,-3.517040429,-11.11663327,2.90E-17,-6.48E-17,-0.774485815,0
Rh,2,0.06,Li309Rh3P47S250Cl44F6,-7.794253284,-1.261206033,-0.12,0.12,0,-1,-6.18,0.88,0.12,0.94,5,2.36,0,0,0,0.06,-17.55135778,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-2.253374398,-4.907666087,-5.468480587,-2.025592804,17.55135778,15.73931608,-3.52495903,-0.754660263,-20.67375351,-3.517040429,-12.49297834,0,0,0,-0.121535568
